#time	id	type	len[m]	w[m]	x[m]	y[m]	vx[m/s]	vy[m/s]	ax[ms2]	ay[ms2]
951.00	720413	bike	2.00	0.70	434.04	4.26	24.13	-0.01	0.47	-0.06
951.00	653164	bike	2.00	0.70	423.50	0.90	24.40	0.01	0.48	0.18
951.00	958746	car	5.00	2.00	416.41	-3.47	23.22	0.01	0.34	0.16
951.00	787450	bike	2.00	0.70	389.33	-1.77	24.14	-0.04	0.16	-0.17
951.00	684677	car	5.00	2.00	388.18	2.61	22.89	-0.05	-0.02	-0.33
951.00	103241	bike	2.00	0.70	380.50	0.38	24.21	-0.02	0.44	0.03
951.00	138645	bike	2.00	0.70	354.16	-2.65	24.39	-0.00	0.46	-0.16
951.00	466949	car	5.00	2.00	343.44	2.63	22.68	0.21	-0.01	0.14
951.00	645134	bike	2.00	0.70	342.90	-0.79	24.58	-0.08	-0.25	-0.01
951.00	730553	car	5.00	2.00	302.21	-3.20	23.59	0.02	-0.43	0.01
951.00	216057	car	5.00	2.00	300.52	2.42	22.30	-0.03	-0.31	0.14
951.00	181219	bike	2.00	0.70	244.36	-2.03	24.33	-0.02	-0.32	-0.10
951.00	831798	car	5.00	2.00	204.60	-3.42	23.08	-0.02	0.60	0.23
951.00	842888	bike	2.00	0.70	174.66	1.53	23.04	-0.34	0.50	-0.13
951.00	469174	car	5.00	2.00	158.86	-3.28	21.02	0.14	0.78	-0.09
951.00	358004	truck	10.00	2.50	147.39	0.11	12.42	-0.01	0.11	-0.19
951.00	236228	bike	2.00	0.70	144.57	-2.79	19.46	0.00	0.60	0.00
951.00	410392	truck	10.00	2.50	138.06	3.51	11.84	-0.06	-0.40	-0.59
951.00	133617	bike	2.00	0.70	127.30	1.39	13.20	-0.22	-0.19	-0.43
951.00	346866	car	5.00	2.00	117.59	-2.83	14.71	-0.74	1.53	0.40
951.00	774176	car	5.00	2.00	114.91	3.05	11.42	-0.12	0.47	-0.11
951.00	702232	car	5.00	2.00	103.30	0.46	14.10	-0.15	0.38	-0.57
951.00	839855	car	5.00	2.00	100.84	-3.14	13.10	-0.13	0.19	-1.88
951.00	654786	bike	2.00	0.70	99.15	-1.29	15.47	-0.16	2.10	-0.35
951.00	713045	bike	2.00	0.70	93.52	1.99	14.74	-0.36	-0.91	0.77
951.00	616081	bike	2.00	0.70	88.26	-3.05	15.58	1.40	-1.92	2.72
951.00	896208	car	5.00	2.00	69.93	-0.30	16.89	-0.22	-0.38	-0.24
951.00	913577	car	5.00	2.00	63.88	3.32	17.90	0.53	-1.42	-0.30
951.00	154845	car	5.00	2.00	53.73	-2.99	19.13	0.14	-1.63	-0.51
951.00	808579	bike	2.00	0.70	41.79	0.74	19.95	0.71	-1.50	-0.13
951.00	545491	bike	2.00	0.70	32.21	3.48	21.49	-0.45	-1.60	-2.05
951.00	305252	bike	2.00	0.70	19.07	-2.54	22.79	1.20	-2.36	1.56
951.00	972494	truck	10.00	2.50	2.40	0.01	12.02	0.08	-0.04	0.47
951.10	867457	car	5.00	2.00	597.78	-3.24	24.44	-0.01	-0.32	-0.26
951.10	814286	car	5.00	2.00	590.12	2.81	23.91	0.03	0.58	-0.06
951.10	108894	car	5.00	2.00	575.31	-0.42	24.30	0.14	0.58	0.19
951.10	353840	bike	2.00	0.70	557.77	-2.69	24.11	0.03	0.14	0.02
951.10	276809	car	5.00	2.00	540.33	2.81	23.10	0.09	-0.35	0.37
951.10	580060	bike	2.00	0.70	538.27	-0.02	24.00	-0.10	0.21	0.07
951.10	432713	car	5.00	2.00	504.51	-2.75	23.55	-0.01	-0.24	-0.06
951.10	457391	car	5.00	2.00	493.44	2.70	22.55	0.29	0.03	0.41
951.10	289115	car	5.00	2.00	487.02	-0.46	23.50	-0.01	0.46	0.37
951.10	158940	bike	2.00	0.70	467.64	-3.86	23.65	-0.00	0.52	-0.14
951.10	538633	car	5.00	2.00	450.12	2.60	22.29	0.08	0.33	0.14
951.10	197723	car	5.00	2.00	439.63	-0.95	23.11	0.04	-0.16	0.06
951.10	720413	bike	2.00	0.70	436.45	4.26	24.11	0.00	-0.23	0.10
951.10	653164	bike	2.00	0.70	425.94	0.91	24.41	0.06	0.09	0.43
951.10	958746	car	5.00	2.00	418.73	-3.47	23.21	-0.00	-0.05	-0.17
951.10	787450	bike	2.00	0.70	391.75	-1.77	24.15	-0.04	0.09	-0.01
951.10	684677	car	5.00	2.00	390.47	2.61	22.89	-0.07	0.04	-0.14
951.10	103241	bike	2.00	0.70	382.93	0.38	24.25	-0.04	0.34	-0.21
951.10	138645	bike	2.00	0.70	356.60	-2.65	24.40	0.00	0.16	0.06
951.10	466949	car	5.00	2.00	345.71	2.65	22.64	0.12	-0.40	-0.86
951.10	645134	bike	2.00	0.70	345.36	-0.79	24.55	-0.07	-0.31	0.13
951.10	730553	car	5.00	2.00	304.57	-3.20	23.62	0.01	0.34	-0.04
951.10	216057	car	5.00	2.00	302.75	2.42	22.28	-0.02	-0.14	0.07
951.10	181219	bike	2.00	0.70	246.79	-2.03	24.34	-0.02	0.01	-0.02
951.10	831798	car	5.00	2.00	206.91	-3.42	23.08	-0.02	0.01	-0.04
951.10	842888	bike	2.00	0.70	176.97	1.49	23.09	-0.34	0.49	-0.07
951.10	469174	car	5.00	2.00	160.96	-3.27	21.09	0.11	0.76	-0.32
951.10	358004	truck	10.00	2.50	148.63	0.11	12.36	-0.03	-0.53	-0.19
951.10	236228	bike	2.00	0.70	146.52	-2.79	19.53	-0.01	0.67	-0.16
951.10	410392	truck	10.00	2.50	139.25	3.50	11.89	-0.11	0.49	-0.51
951.10	133617	bike	2.00	0.70	128.62	1.36	13.19	-0.25	-0.10	-0.32
951.10	346866	car	5.00	2.00	119.07	-2.90	14.85	-0.72	1.37	0.18
951.10	774176	car	5.00	2.00	116.06	3.04	11.49	-0.14	0.64	-0.16
951.10	702232	car	5.00	2.00	104.72	0.44	14.13	-0.19	0.27	-0.37
951.10	839855	car	5.00	2.00	102.15	-3.16	13.14	-0.27	0.38	-1.36
951.10	654786	bike	2.00	0.70	100.71	-1.31	15.71	-0.24	2.31	-0.84
951.10	713045	bike	2.00	0.70	94.98	1.96	14.62	-0.30	-1.24	0.59
951.10	616081	bike	2.00	0.70	89.81	-2.91	15.36	1.28	-2.25	-1.23
951.10	896208	car	5.00	2.00	71.62	-0.32	16.86	-0.22	-0.32	-0.00
951.10	913577	car	5.00	2.00	65.66	3.38	17.70	0.50	-1.93	-0.38
951.10	154845	car	5.00	2.00	55.63	-2.98	18.95	0.03	-1.77	-1.13
951.10	808579	bike	2.00	0.70	43.78	0.81	19.77	0.74	-1.82	0.30
951.10	545491	bike	2.00	0.70	34.35	3.43	21.31	-0.53	-1.80	-0.73
951.10	305252	bike	2.00	0.70	21.34	-2.41	22.61	1.36	-1.81	1.83
951.10	972494	truck	10.00	2.50	3.61	0.02	12.07	0.11	0.48	0.25
951.20	867457	car	5.00	2.00	600.23	-3.24	24.45	-0.03	0.04	-0.19
951.20	814286	car	5.00	2.00	592.51	2.82	23.90	0.03	-0.13	-0.00
951.20	108894	car	5.00	2.00	577.75	-0.41	24.32	0.10	0.19	-0.34
951.20	353840	bike	2.00	0.70	560.18	-2.69	24.15	0.04	0.40	0.07
951.20	276809	car	5.00	2.00	542.64	2.82	23.12	0.11	0.29	0.18
951.20	580060	bike	2.00	0.70	540.67	-0.03	24.05	-0.07	0.46	0.29
951.20	432713	car	5.00	2.00	506.87	-2.75	23.58	0.01	0.27	0.18
951.20	457391	car	5.00	2.00	495.69	2.73	22.55	0.31	-0.01	0.16
951.20	289115	car	5.00	2.00	489.37	-0.46	23.55	-0.01	0.50	0.08
951.20	158940	bike	2.00	0.70	470.00	-3.86	23.61	-0.02	-0.34	-0.15
951.20	538633	car	5.00	2.00	452.35	2.61	22.33	0.08	0.38	0.04
951.20	197723	car	5.00	2.00	441.94	-0.94	23.10	0.07	-0.04	0.28
951.20	720413	bike	2.00	0.70	438.87	4.27	24.13	0.01	0.21	0.11
951.20	653164	bike	2.00	0.70	428.38	0.91	24.40	0.08	-0.10	0.22
951.20	958746	car	5.00	2.00	421.05	-3.47	23.20	0.01	-0.13	0.13
951.20	787450	bike	2.00	0.70	394.16	-1.77	24.08	-0.02	-0.66	0.16
951.20	684677	car	5.00	2.00	392.76	2.60	22.91	-0.10	0.24	-0.30
951.20	103241	bike	2.00	0.70	385.35	0.38	24.19	-0.05	-0.53	-0.10
951.20	138645	bike	2.00	0.70	359.04	-2.65	24.37	-0.00	-0.28	-0.03
951.20	466949	car	5.00	2.00	347.98	2.66	22.67	0.07	0.35	-0.54
951.20	645134	bike	2.00	0.70	347.81	-0.80	24.56	-0.06	0.06	0.10
951.20	730553	car	5.00	2.00	306.94	-3.20	23.65	-0.00	0.27	-0.16
951.20	216057	car	5.00	2.00	304.98	2.42	22.32	-0.02	0.36	-0.00
951.20	181219	bike	2.00	0.70	249.22	-2.03	24.30	-0.02	-0.38	0.09
951.20	831798	car	5.00	2.00	209.22	-3.42	23.12	-0.01	0.36	0.09
951.20	842888	bike	2.00	0.70	179.28	1.46	23.20	-0.34	1.07	0.06
951.20	469174	car	5.00	2.00	163.08	-3.26	21.20	0.09	1.08	-0.20
951.20	358004	truck	10.00	2.50	149.87	0.11	12.41	-0.06	0.45	-0.31
951.20	236228	bike	2.00	0.70	148.48	-2.80	19.62	-0.04	0.92	-0.25
951.20	410392	truck	10.00	2.50	140.44	3.49	11.85	-0.11	-0.46	0.02
951.20	133617	bike	2.00	0.70	129.94	1.34	13.18	-0.27	-0.09	-0.20
951.20	346866	car	5.00	2.00	120.56	-2.97	14.99	-0.72	1.43	-0.00
951.20	774176	car	5.00	2.00	117.21	3.03	11.51	-0.13	0.25	0.06
951.20	702232	car	5.00	2.00	106.13	0.42	14.14	-0.24	0.08	-0.50
951.20	839855	car	5.00	2.00	103.47	-3.19	13.19	-0.40	0.52	-1.27
951.20	654786	bike	2.00	0.70	102.29	-1.34	15.92	-0.31	2.16	-0.71
951.20	713045	bike	2.00	0.70	96.44	1.93	14.50	-0.25	-1.25	0.51
951.20	616081	bike	2.00	0.70	91.33	-2.79	15.12	1.24	-2.37	-0.43
951.20	896208	car	5.00	2.00	73.30	-0.34	16.82	-0.21	-0.41	0.10
951.20	913577	car	5.00	2.00	67.42	3.41	17.64	0.20	-0.67	-2.92
951.20	154845	car	5.00	2.00	57.52	-2.97	18.85	0.16	-1.05	1.32
951.20	808579	bike	2.00	0.70	45.75	0.89	19.69	0.75	-0.76	0.10
951.20	545491	bike	2.00	0.70	36.47	3.38	21.11	-0.63	-2.07	-0.97
951.20	305252	bike	2.00	0.70	23.59	-2.27	22.41	1.34	-2.03	0.88
951.20	972494	truck	10.00	2.50	4.82	0.03	12.08	0.12	0.04	0.12
951.30	814286	car	5.00	2.00	594.90	2.82	23.97	0.04	0.76	0.07
951.30	108894	car	5.00	2.00	580.18	-0.40	24.32	0.05	-0.03	-0.58
951.30	353840	bike	2.00	0.70	562.59	-2.69	24.15	0.01	0.02	-0.30
951.30	276809	car	5.00	2.00	544.95	2.83	23.13	0.08	0.08	-0.28
951.30	580060	bike	2.00	0.70	543.07	-0.04	24.03	-0.05	-0.12	0.21
951.30	432713	car	5.00	2.00	509.23	-2.75	23.62	-0.01	0.39	-0.16
951.30	457391	car	5.00	2.00	497.95	2.77	22.57	0.32	0.23	0.12
951.30	289115	car	5.00	2.00	491.73	-0.46	23.57	-0.00	0.20	0.05
951.30	158940	bike	2.00	0.70	472.37	-3.86	23.67	-0.00	0.55	0.13
951.30	538633	car	5.00	2.00	454.59	2.62	22.34	0.08	0.09	-0.05
951.30	197723	car	5.00	2.00	444.25	-0.93	23.06	0.06	-0.47	-0.11
951.30	720413	bike	2.00	0.70	441.28	4.27	24.13	0.05	-0.03	0.36
951.30	653164	bike	2.00	0.70	430.83	0.92	24.45	0.09	0.46	0.14
951.30	958746	car	5.00	2.00	423.37	-3.47	23.19	0.00	-0.13	-0.08
951.30	787450	bike	2.00	0.70	396.57	-1.78	24.03	-0.01	-0.51	0.14
951.30	684677	car	5.00	2.00	395.05	2.59	22.94	-0.06	0.30	0.36
951.30	103241	bike	2.00	0.70	387.76	0.37	24.16	-0.07	-0.29	-0.13
951.30	138645	bike	2.00	0.70	361.48	-2.65	24.39	-0.01	0.18	-0.10
951.30	645134	bike	2.00	0.70	350.27	-0.80	24.57	-0.06	0.15	-0.04
951.30	466949	car	5.00	2.00	350.24	2.67	22.66	0.02	-0.13	-0.44
951.30	730553	car	5.00	2.00	309.30	-3.20	23.63	-0.01	-0.18	-0.07
951.30	216057	car	5.00	2.00	307.21	2.41	22.28	-0.02	-0.44	0.08
951.30	181219	bike	2.00	0.70	251.66	-2.04	24.34	-0.02	0.41	-0.03
951.30	831798	car	5.00	2.00	211.53	-3.42	23.09	-0.01	-0.25	-0.04
951.30	842888	bike	2.00	0.70	181.61	1.43	23.24	-0.33	0.44	0.06
951.30	469174	car	5.00	2.00	165.20	-3.25	21.30	0.07	1.05	-0.18
951.30	358004	truck	10.00	2.50	151.11	0.10	12.38	-0.09	-0.27	-0.32
951.30	236228	bike	2.00	0.70	150.44	-2.80	19.73	-0.05	1.11	-0.11
951.30	410392	truck	10.00	2.50	141.62	3.48	11.84	-0.11	-0.12	-0.03
951.30	133617	bike	2.00	0.70	131.25	1.31	13.13	-0.28	-0.53	-0.04
951.30	346866	car	5.00	2.00	122.07	-3.04	15.17	-0.72	1.81	0.00
951.30	774176	car	5.00	2.00	118.36	3.01	11.49	-0.15	-0.24	-0.17
951.30	702232	car	5.00	2.00	107.54	0.39	14.15	-0.32	0.13	-0.77
951.30	839855	car	5.00	2.00	104.79	-3.24	13.25	-0.49	0.56	-0.94
951.30	654786	bike	2.00	0.70	103.89	-1.38	16.03	-0.41	1.13	-1.00
951.30	713045	bike	2.00	0.70	97.88	1.91	14.37	-0.24	-1.22	0.05
951.30	616081	bike	2.00	0.70	92.83	-2.66	14.90	1.24	-2.19	0.07
951.30	896208	car	5.00	2.00	74.98	-0.36	16.71	-0.18	-1.12	0.34
951.30	913577	car	5.00	2.00	69.19	3.42	17.60	0.04	-0.36	-1.63
951.30	154845	car	5.00	2.00	59.40	-2.96	18.72	0.10	-1.29	-0.65
951.30	808579	bike	2.00	0.70	47.71	0.96	19.59	0.73	-0.98	-0.19
951.30	545491	bike	2.00	0.70	38.57	3.33	20.95	-0.41	-1.56	2.13
951.30	305252	bike	2.00	0.70	25.82	-2.14	22.17	1.30	-2.43	-0.45
951.30	972494	truck	10.00	2.50	6.02	0.04	12.06	0.14	-0.16	0.17
951.40	814286	car	5.00	2.00	597.30	2.82	24.01	0.03	0.33	-0.10
951.40	108894	car	5.00	2.00	582.61	-0.40	24.30	-0.01	-0.13	-0.52
951.40	353840	bike	2.00	0.70	565.01	-2.69	24.16	-0.01	0.12	-0.21
951.40	276809	car	5.00	2.00	547.27	2.84	23.17	0.07	0.34	-0.18
951.40	580060	bike	2.00	0.70	545.47	-0.04	23.99	-0.05	-0.39	0.04
951.40	432713	car	5.00	2.00	511.59	-2.75	23.64	-0.02	0.26	-0.19
951.40	457391	car	5.00	2.00	500.21	2.80	22.58	0.33	0.06	0.13
951.40	289115	car	5.00	2.00	494.09	-0.46	23.56	0.01	-0.02	0.10
951.40	158940	bike	2.00	0.70	474.74	-3.86	23.72	0.01	0.52	0.11
951.40	538633	car	5.00	2.00	456.82	2.63	22.31	0.07	-0.33	-0.05
951.40	197723	car	5.00	2.00	446.55	-0.93	23.02	0.05	-0.40	-0.10
951.40	720413	bike	2.00	0.70	443.69	4.28	24.10	0.10	-0.23	0.46
951.40	653164	bike	2.00	0.70	433.27	0.93	24.49	0.09	0.40	-0.06
951.40	958746	car	5.00	2.00	425.69	-3.47	23.21	-0.02	0.19	-0.21
951.40	787450	bike	2.00	0.70	398.97	-1.78	24.06	-0.01	0.27	-0.05
951.40	684677	car	5.00	2.00	397.35	2.59	22.95	-0.03	0.03	0.30
951.40	103241	bike	2.00	0.70	390.18	0.36	24.18	-0.07	0.13	-0.06
951.40	138645	bike	2.00	0.70	363.92	-2.65	24.40	-0.03	0.08	-0.16
951.40	645134	bike	2.00	0.70	352.73	-0.81	24.58	-0.06	0.09	0.06
951.40	466949	car	5.00	2.00	352.51	2.67	22.63	-0.02	-0.36	-0.44
951.40	730553	car	5.00	2.00	311.66	-3.20	23.64	-0.02	0.08	-0.11
951.40	216057	car	5.00	2.00	309.44	2.41	22.33	-0.00	0.49	0.13
951.40	181219	bike	2.00	0.70	254.09	-2.04	24.30	-0.03	-0.39	-0.09
951.40	831798	car	5.00	2.00	213.84	-3.42	23.09	-0.02	-0.03	-0.05
951.40	842888	bike	2.00	0.70	183.93	1.39	23.28	-0.31	0.39	0.21
951.40	469174	car	5.00	2.00	167.33	-3.24	21.33	0.06	0.24	-0.06
951.40	236228	bike	2.00	0.70	152.42	-2.81	19.79	-0.06	0.65	-0.14
951.40	358004	truck	10.00	2.50	152.34	0.09	12.38	-0.11	-0.05	-0.22
951.40	410392	truck	10.00	2.50	142.80	3.47	11.85	-0.09	0.10	0.24
951.40	133617	bike	2.00	0.70	132.56	1.28	13.10	-0.27	-0.28	0.08
951.40	346866	car	5.00	2.00	123.60	-3.11	15.37	-0.72	1.92	-0.05
951.40	774176	car	5.00	2.00	119.51	3.00	11.48	-0.15	-0.09	-0.06
951.40	702232	car	5.00	2.00	108.96	0.36	14.11	-0.39	-0.35	-0.66
951.40	839855	car	5.00	2.00	106.12	-3.29	13.36	-0.59	1.16	-1.02
951.40	654786	bike	2.00	0.70	105.50	-1.42	16.16	-0.47	1.30	-0.54
951.40	713045	bike	2.00	0.70	99.32	1.88	14.29	-0.24	-0.82	0.02
951.40	616081	bike	2.00	0.70	94.32	-2.54	14.82	1.23	-0.77	-0.08
951.40	896208	car	5.00	2.00	76.64	-0.38	16.65	-0.14	-0.57	0.36
951.40	913577	car	5.00	2.00	70.94	3.42	17.53	-0.06	-0.71	-1.02
951.40	154845	car	5.00	2.00	61.27	-2.95	18.57	0.07	-1.48	-0.30
951.40	808579	bike	2.00	0.70	49.67	1.03	19.50	0.66	-0.91	-0.69
951.40	545491	bike	2.00	0.70	40.66	3.29	20.82	-0.25	-1.28	1.59
951.40	305252	bike	2.00	0.70	28.03	-2.01	22.01	1.17	-1.56	-1.28
951.40	972494	truck	10.00	2.50	7.23	0.06	12.04	0.15	-0.20	0.16
951.50	814286	car	5.00	2.00	599.70	2.83	24.03	0.03	0.27	0.03
951.50	108894	car	5.00	2.00	585.04	-0.40	24.30	-0.04	-0.03	-0.40
951.50	353840	bike	2.00	0.70	567.43	-2.69	24.17	-0.02	0.08	-0.08
951.50	276809	car	5.00	2.00	549.58	2.84	23.13	0.06	-0.37	-0.10
951.50	580060	bike	2.00	0.70	547.87	-0.05	24.01	-0.04	0.12	0.11
951.50	432713	car	5.00	2.00	513.95	-2.76	23.64	-0.05	-0.06	-0.23
951.50	457391	car	5.00	2.00	502.46	2.83	22.55	0.34	-0.24	0.09
951.50	289115	car	5.00	2.00	496.44	-0.46	23.59	0.03	0.24	0.25
951.50	158940	bike	2.00	0.70	477.11	-3.86	23.70	0.01	-0.21	-0.01
951.50	538633	car	5.00	2.00	459.05	2.63	22.32	0.06	0.14	-0.18
951.50	197723	car	5.00	2.00	448.85	-0.92	22.98	0.06	-0.41	0.14
951.50	720413	bike	2.00	0.70	446.10	4.29	24.12	0.10	0.18	0.07
951.50	653164	bike	2.00	0.70	435.72	0.94	24.48	0.11	-0.09	0.22
951.50	958746	car	5.00	2.00	428.01	-3.47	23.18	-0.03	-0.26	-0.13
951.50	787450	bike	2.00	0.70	401.37	-1.78	24.01	-0.00	-0.50	0.13
951.50	684677	car	5.00	2.00	399.64	2.59	22.96	0.00	0.12	0.36
951.50	103241	bike	2.00	0.70	392.60	0.36	24.13	-0.09	-0.46	-0.13
951.50	138645	bike	2.00	0.70	366.36	-2.65	24.41	-0.02	0.14	0.11
951.50	645134	bike	2.00	0.70	355.19	-0.82	24.61	-0.06	0.24	-0.03
951.50	466949	car	5.00	2.00	354.77	2.66	22.65	-0.06	0.25	-0.43
951.50	730553	car	5.00	2.00	314.03	-3.20	23.67	-0.03	0.29	-0.09
951.50	216057	car	5.00	2.00	311.67	2.41	22.30	0.00	-0.23	0.05
951.50	181219	bike	2.00	0.70	256.52	-2.04	24.27	-0.03	-0.32	-0.07
951.50	831798	car	5.00	2.00	216.15	-3.43	23.07	-0.01	-0.16	0.09
951.50	842888	bike	2.00	0.70	186.26	1.36	23.32	-0.31	0.36	0.00
951.50	469174	car	5.00	2.00	169.47	-3.24	21.40	0.05	0.72	-0.17
951.50	236228	bike	2.00	0.70	154.40	-2.81	19.86	0.00	0.65	0.64
951.50	358004	truck	10.00	2.50	153.58	0.08	12.42	-0.13	0.40	-0.19
951.50	410392	truck	10.00	2.50	143.99	3.46	11.86	-0.06	0.10	0.22
951.50	133617	bike	2.00	0.70	133.87	1.25	13.11	-0.28	0.10	-0.08
951.50	346866	car	5.00	2.00	125.14	-3.19	15.51	-0.72	1.44	0.01
951.50	774176	car	5.00	2.00	120.66	2.98	11.54	-0.16	0.66	-0.02
951.50	702232	car	5.00	2.00	110.37	0.32	14.08	-0.40	-0.32	-0.12
951.50	839855	car	5.00	2.00	107.46	-3.35	13.48	-0.66	1.18	-0.66
951.50	654786	bike	2.00	0.70	107.12	-1.47	16.32	-0.55	1.58	-0.85
951.50	713045	bike	2.00	0.70	100.74	1.86	14.18	-0.27	-1.07	-0.30
951.50	616081	bike	2.00	0.70	95.80	-2.42	14.72	1.22	-1.00	-0.14
951.50	896208	car	5.00	2.00	78.31	-0.39	16.61	-0.08	-0.38	0.56
951.50	913577	car	5.00	2.00	72.69	3.41	17.44	-0.11	-0.87	-0.46
951.50	154845	car	5.00	2.00	63.11	-2.94	18.40	0.07	-1.69	0.06
951.50	808579	bike	2.00	0.70	51.62	1.08	19.53	0.29	0.27	-3.74
951.50	545491	bike	2.00	0.70	42.74	3.27	20.69	-0.17	-1.35	0.86
951.50	305252	bike	2.00	0.70	30.22	-1.90	21.82	1.18	-1.95	0.05
951.50	972494	truck	10.00	2.50	8.43	0.07	12.00	0.06	-0.35	-0.86
951.50	540682	car	5.00	2.00	1.46	3.34	14.65	0.10	2.06	0.96
951.60	814286	car	5.00	2.00	602.11	2.83	24.05	0.04	0.20	0.09
951.60	108894	car	5.00	2.00	587.47	-0.41	24.29	-0.09	-0.09	-0.45
951.60	353840	bike	2.00	0.70	569.85	-2.69	24.19	-0.04	0.18	-0.21
951.60	276809	car	5.00	2.00	551.90	2.85	23.15	0.03	0.23	-0.27
951.60	580060	bike	2.00	0.70	550.27	-0.05	24.01	-0.03	0.08	0.04
951.60	432713	car	5.00	2.00	516.32	-2.76	23.62	-0.06	-0.19	-0.12
951.60	457391	car	5.00	2.00	504.72	2.87	22.57	0.33	0.12	-0.11
951.60	289115	car	5.00	2.00	498.80	-0.45	23.56	0.07	-0.24	0.32
951.60	158940	bike	2.00	0.70	479.48	-3.86	23.68	-0.00	-0.21	-0.12
951.60	538633	car	5.00	2.00	461.28	2.64	22.30	0.03	-0.24	-0.24
951.60	197723	car	5.00	2.00	451.15	-0.92	22.97	0.06	-0.04	-0.01
951.60	720413	bike	2.00	0.70	448.51	4.30	24.10	0.10	-0.22	-0.02
951.60	653164	bike	2.00	0.70	438.17	0.95	24.48	0.08	-0.01	-0.32
951.60	958746	car	5.00	2.00	430.33	-3.48	23.23	-0.03	0.53	-0.03
951.60	787450	bike	2.00	0.70	403.77	-1.78	24.02	-0.02	0.18	-0.21
951.60	684677	car	5.00	2.00	401.94	2.59	23.00	0.02	0.38	0.11
951.60	103241	bike	2.00	0.70	395.01	0.35	24.13	-0.09	-0.04	-0.01
951.60	138645	bike	2.00	0.70	368.80	-2.65	24.42	-0.02	0.04	-0.01
951.60	645134	bike	2.00	0.70	357.65	-0.82	24.62	-0.04	0.18	0.20
951.60	466949	car	5.00	2.00	357.04	2.65	22.65	-0.09	0.03	-0.26
951.60	730553	car	5.00	2.00	316.40	-3.20	23.70	-0.02	0.35	0.09
951.60	216057	car	5.00	2.00	313.90	2.41	22.29	0.02	-0.10	0.12
951.60	181219	bike	2.00	0.70	258.94	-2.04	24.31	-0.02	0.41	0.17
951.60	831798	car	5.00	2.00	218.46	-3.43	23.07	-0.01	-0.07	-0.04
951.60	842888	bike	2.00	0.70	188.60	1.33	23.44	-0.30	1.18	0.13
951.60	469174	car	5.00	2.00	171.61	-3.24	21.48	0.03	0.81	-0.11
951.60	236228	bike	2.00	0.70	156.39	-2.81	19.95	0.05	0.95	0.51
951.60	358004	truck	10.00	2.50	154.83	0.06	12.42	-0.14	0.07	-0.06
951.60	410392	truck	10.00	2.50	145.17	3.46	11.83	-0.07	-0.28	-0.02
951.60	133617	bike	2.00	0.70	135.18	1.23	13.04	-0.24	-0.74	0.39
951.60	346866	car	5.00	2.00	126.70	-3.26	15.64	-0.69	1.31	0.29
951.60	774176	car	5.00	2.00	121.81	2.96	11.53	-0.17	-0.10	-0.17
951.60	702232	car	5.00	2.00	111.77	0.27	14.07	-0.45	-0.09	-0.52
951.60	839855	car	5.00	2.00	108.82	-3.42	13.54	-0.69	0.65	-0.29
951.60	654786	bike	2.00	0.70	108.76	-1.53	16.42	-0.59	0.98	-0.38
951.60	713045	bike	2.00	0.70	102.15	1.83	14.09	-0.28	-0.91	-0.12
951.60	616081	bike	2.00	0.70	97.26	-2.29	14.56	1.28	-1.59	0.59
951.60	896208	car	5.00	2.00	79.97	-0.39	16.57	0.02	-0.43	1.06
951.60	913577	car	5.00	2.00	74.43	3.40	17.34	-0.14	-1.05	-0.37
951.60	154845	car	5.00	2.00	64.95	-2.96	18.22	-0.41	-1.80	-4.84
951.60	808579	bike	2.00	0.70	53.57	1.10	19.56	0.12	0.31	-1.74
951.60	545491	bike	2.00	0.70	44.80	3.26	20.50	-0.12	-1.88	0.51
951.60	305252	bike	2.00	0.70	32.39	-1.79	21.61	0.97	-2.01	-2.08
951.60	972494	truck	10.00	2.50	9.63	0.07	12.02	-0.00	0.12	-0.66
951.60	540682	car	5.00	2.00	2.93	3.35	14.83	0.15	1.80	0.50
951.70	108894	car	5.00	2.00	589.90	-0.41	24.27	-0.09	-0.23	0.04
951.70	353840	bike	2.00	0.70	572.27	-2.70	24.25	-0.07	0.56	-0.27
951.70	276809	car	5.00	2.00	554.21	2.85	23.17	0.05	0.16	0.21
951.70	580060	bike	2.00	0.70	552.67	-0.05	23.98	-0.03	-0.32	0.02
951.70	432713	car	5.00	2.00	518.68	-2.77	23.65	-0.07	0.35	-0.12
951.70	457391	car	5.00	2.00	506.98	2.90	22.54	0.27	-0.21	-0.60
951.70	289115	car	5.00	2.00	501.16	-0.45	23.57	0.05	0.09	-0.18
951.70	158940	bike	2.00	0.70	481.84	-3.86	23.65	-0.01	-0.24	-0.10
951.70	538633	car	5.00	2.00	463.51	2.64	22.31	0.01	0.11	-0.24
951.70	197723	car	5.00	2.00	453.44	-0.91	22.99	0.06	0.14	0.00
951.70	720413	bike	2.00	0.70	450.92	4.30	24.08	0.07	-0.19	-0.31
951.70	653164	bike	2.00	0.70	440.62	0.96	24.43	0.06	-0.48	-0.20
951.70	958746	car	5.00	2.00	432.65	-3.48	23.20	-0.02	-0.39	0.11
951.70	787450	bike	2.00	0.70	406.18	-1.78	24.03	-0.01	0.10	0.12
951.70	684677	car	5.00	2.00	404.24	2.59	23.01	0.08	0.09	0.68
951.70	103241	bike	2.00	0.70	397.42	0.34	24.07	-0.10	-0.53	-0.13
951.70	138645	bike	2.00	0.70	371.24	-2.65	24.42	-0.02	0.05	0.01
951.70	645134	bike	2.00	0.70	360.11	-0.82	24.61	-0.02	-0.12	0.22
